,City, City Code, NUTS 2, Country,Year,Unemployment_Rate
495,Berlin,DE001C1,DE30,DE,2018,35.5
496,Birmingham,UK002C1,UKG3,UK,2018,36.2
497,Bologna,IT009C1,ITH5,IT,2018,37.8
498,Brasov,RO504C1,RO12,RO,2018,40.2
499,Bratislava,SK001C1,SK01,SK,2018,41.1
500,Bristol,UK011C1,UKK1,UK,2018,35.9
501,Brno,CZ002C1,CZ06,CZ,2018,40.3
502,Brussels,BE001C1,BE1,BE,2018,37.2
503,Bucharest,RO001C1,RO32,RO,2018,40.3
504,Budapest,HU001C1,HU11,HU,2018,39.4
505,Bursa,TR005C1,TR41,TR,2018,45.4
506,Cambridge,UK017C1,UKH1,UK,2018,36.3
507,Cluj-Napoca,RO002C1,RO11,RO,2018,39.9
508,Cologne,DE004C1,DEA2,DE,2018,34.9
509,Constanta,RO501C1,RO22,RO,2018,39.9
510,Copenhagen,DK001C1,DK01,DK,2018,33.0
511,Cork,IE002C1,IE05,IE,2018,36.6
512,Dublin,IE001C1,IE06,IE,2018,36.5
513,Dusseldorf,DE011C1,DEA1,DE,2018,35.0
514,Edinburgh,UK007C1,UKM7,UK,2018,35.9
515,Eindhoven,NL005C1,NL41,NL,2018,30.5
516,Frankfurt,DE005C1,DE71,DE,2018,35.1
517,Gdansk,PL006C1,PL63,PL,2018,41.1
518,Geneva,CH002C1,CH01,CH,2018,35.4
519,Gent,BE003C1,BE23,BE,2018,37.5
520,Glasgow,UK004C1,UKM3,UK,2018,36.3
521,Gothenburg,SE002C1,SE23,SE,2018,36.5
522,Hamburg,DE002C1,DE60,DE,2018,36.0
523,Iasi,RO502C1,RO21,RO,2018,39.5
524,Istanbul,TR012C1,TR10,TR,2018,46.9
525,Izmir,TR013C1,TR31,TR,2018,44.2
526,Kaunas,LT002C1,LT02,LT,2018,38.7
527,Krakow (Cracow),PL003C1,PL2,PL,2018,40.1
528,Leeds,UK003C1,UKE4,UK,2018,36.5
529,Limassol,CY501C1,CY00,CY,2018,39.4
530,Lisbon,PT001C1,PT17,PT,2018,39.8
531,Ljubljana,SI001C1,SI04,SI,2018,39.2
532,London,UK001K2,UKI,UK,2018,37.8
533,Luxembourg,LU001C1,LU00,LU,2018,37.6
534,Lyon,FR003C2,FRK2,FR,2018,37.4
535,Madrid,ES001C1,ES30,ES,2018,37.9
536,Manchester,UK008C1,UKD3,UK,2018,36.4
537,Milan,IT002C1,ITC4,IT,2018,37.6
538,Munich,DE003L1,DE21,DE,2018,36.0
539,Nicosia,CY001C1,CY0,CY,2018,39.4
540,Oslo,NO001C1,NO01,NO,2018,34.5
541,Paris,FR001C1,FR10,FR,2018,38.0
542,Porto,PT002C1,PT11,PT,2018,39.8
543,Poznan,PL005C1,PL41,PL,2018,40.7
544,Prague,CZ001C1,CZ01,CZ,2018,40.7
545,Reykjavik,IS001C1,IS00,IS,2018,39.2
546,Riga,LV001C1,LV00,LV,2018,38.9
547,Rome,IT001C1,ITI4,IT,2018,36.6
548,Rotterdam,NL003C1,NL33,NL,2018,30.8
549,The Hague (Den Haag),NL001C1,NL33,NL,2018,30.8
550,Seville (Sevilla),ES004C1,ES61,ES,2018,37.4
551,Sofia,BG001C1,BG41,BG,2018,40.4
552,Stockholm,SE001C1,SE11,SE,2018,36.6
553,Stuttgart,DE007C1,DE11,DE,2018,34.6
554,Tallinn,EE001C1,EE00,EE,2018,38.2
555,Thessaloniki,EL002C1,EL52,EL,2018,41.9
556,Timisoara,RO003C1,RO42,RO,2018,40.0
557,Trieste,IT015C1,ITH4,IT,2018,37.1
558,Trondheim,NO003C1,NO06,NO,2018,33.6
559,Turin,IT004C1,ITC1,IT,2018,37.8
560,Varna,BG003C1,BG33,BG,2018,40.7
561,Vienna,AT001C1,AT13,AT,2018,36.6
562,Vilnius,LT001C1,LT01,LT,2018,38.8
563,Warsaw,PL001C1,PL91,PL,2018,39.8
564,Wroclaw,PL004C1,PL51,PL,2018,40.2
565,Zagreb,HR001C1,HR04,HR,2018,39.9
566,Zurich,CH001C1,CH04,CH,2018,34.6
567,Amsterdam,NL002C1,NL32,NL,2019,30.8
568,Ankara,TR001C1,TR51,TR,2019,44.0
569,Antwerp,BE002C1,BE2,BE,2019,37.6
570,Athens,EL001C1,EL30,EL,2019,40.2
571,Barcelona,ES002C1,ES51,ES,2019,37.2
572,Valencia,ES003C1,ES51,ES,2019,37.2
573,Belfast,UK012C1,UKN0,UK,2019,36.9
574,Belgrade, -,RS11,RS,2019,42.1
575,Bergen,NO002C1,NO05,NO,2019,33.7
576,Berlin,DE001C1,DE30,DE,2019,35.4
577,Birmingham,UK002C1,UKG3,UK,2019,35.9
578,Bologna,IT009C1,ITH5,IT,2019,37.7
579,Brasov,RO504C1,RO12,RO,2019,40.3
580,Bratislava,SK001C1,SK01,SK,2019,41.2
581,Bristol,UK011C1,UKK1,UK,2019,36.0
582,Brno,CZ002C1,CZ06,CZ,2019,40.3
583,Brussels,BE001C1,BE1,BE,2019,36.9
584,Bucharest,RO001C1,RO32,RO,2019,40.2
585,Budapest,HU001C1,HU11,HU,2019,39.2
586,Bursa,TR005C1,TR41,TR,2019,45.3
587,Cambridge,UK017C1,UKH1,UK,2019,36.3
588,Cluj-Napoca,RO002C1,RO11,RO,2019,40.0
589,Cologne,DE004C1,DEA2,DE,2019,34.7
590,Constanta,RO501C1,RO22,RO,2019,40.2
591,Copenhagen,DK001C1,DK01,DK,2019,33.0
592,Cork,IE002C1,IE05,IE,2019,36.4
593,Dublin,IE001C1,IE06,IE,2019,36.6
594,Dusseldorf,DE011C1,DEA1,DE,2019,34.9
595,Edinburgh,UK007C1,UKM7,UK,2019,36.5
596,Eindhoven,NL005C1,NL41,NL,2019,30.8
597,Frankfurt,DE005C1,DE71,DE,2019,35.2
598,Gdansk,PL006C1,PL63,PL,2019,40.7
599,Geneva,CH002C1,CH01,CH,2019,35.3
600,Gent,BE003C1,BE23,BE,2019,37.5
601,Glasgow,UK004C1,UKM3,UK,2019,36.3
602,Gothenburg,SE002C1,SE23,SE,2019,36.3
603,Hamburg,DE002C1,DE60,DE,2019,35.5
604,Iasi,RO502C1,RO21,RO,2019,39.8
605,Istanbul,TR012C1,TR10,TR,2019,46.7
606,Izmir,TR013C1,TR31,TR,2019,44.6
607,Kaunas,LT002C1,LT02,LT,2019,38.8
608,Krakow (Cracow),PL003C1,PL2,PL,2019,40.0
609,Leeds,UK003C1,UKE4,UK,2019,36.1
610,Limassol,CY501C1,CY00,CY,2019,39.3
611,Lisbon,PT001C1,PT17,PT,2019,39.9
612,Ljubljana,SI001C1,SI04,SI,2019,39.5
613,London,UK001K2,UKI,UK,2019,38.0
614,Luxembourg,LU001C1,LU00,LU,2019,37.9
615,Lyon,FR003C2,FRK2,FR,2019,37.5
616,Madrid,ES001C1,ES30,ES,2019,37.7
617,Manchester,UK008C1,UKD3,UK,2019,36.8
618,Milan,IT002C1,ITC4,IT,2019,37.6
619,Munich,DE003L1,DE21,DE,2019,35.8
620,Nicosia,CY001C1,CY0,CY,2019,39.3
621,Oslo,NO001C1,NO01,NO,2019,34.4
622,Paris,FR001C1,FR10,FR,2019,38.2
623,Porto,PT002C1,PT11,PT,2019,39.6
624,Poznan,PL005C1,PL41,PL,2019,41.0
625,Prague,CZ001C1,CZ01,CZ,2019,40.0
626,Reykjavik,IS001C1,IS00,IS,2019,39.2
627,Riga,LV001C1,LV00,LV,2019,38.6
628,Rome,IT001C1,ITI4,IT,2019,36.7
629,Rotterdam,NL003C1,NL33,NL,2019,30.7
630,The Hague (Den Haag),NL001C1,NL33,NL,2019,30.7
631,Seville (Sevilla),ES004C1,ES61,ES,2019,37.3
632,Sofia,BG001C1,BG41,BG,2019,40.3
633,Stockholm,SE001C1,SE11,SE,2019,36.6
634,Stuttgart,DE007C1,DE11,DE,2019,34.8
635,Tallinn,EE001C1,EE00,EE,2019,38.1
636,Thessaloniki,EL002C1,EL52,EL,2019,41.3
637,Timisoara,RO003C1,RO42,RO,2019,40.1
638,Trieste,IT015C1,ITH4,IT,2019,37.4
639,Trondheim,NO003C1,NO06,NO,2019,33.8
640,Turin,IT004C1,ITC1,IT,2019,37.3
641,Varna,BG003C1,BG33,BG,2019,40.4
642,Vienna,AT001C1,AT13,AT,2019,36.5
643,Vilnius,LT001C1,LT01,LT,2019,38.8
644,Warsaw,PL001C1,PL91,PL,2019,39.8
645,Wroclaw,PL004C1,PL51,PL,2019,40.2
646,Zagreb,HR001C1,HR04,HR,2019,39.8
647,Zurich,CH001C1,CH04,CH,2019,34.8
