,City, City Code, NUTS 2, Country,Year,Unemployment_Rate
495,Berlin,DE001C1,DE30,DE,2018,6.1
496,Birmingham,UK002C1,UKG3,UK,2018,6.5
497,Bologna,IT009C1,ITH5,IT,2018,5.9
498,Brasov,RO504C1,RO12,RO,2018,4.2
499,Bratislava,SK001C1,SK01,SK,2018,2.9
500,Bristol,UK011C1,UKK1,UK,2018,2.9
501,Brno,CZ002C1,CZ06,CZ,2018,2.3
502,Brussels,BE001C1,BE1,BE,2018,13.2
503,Bucharest,RO001C1,RO32,RO,2018,3.6
504,Budapest,HU001C1,HU11,HU,2018,3.1
505,Bursa,TR005C1,TR41,TR,2018,8.9
506,Cambridge,UK017C1,UKH1,UK,2018,3.5
507,Cluj-Napoca,RO002C1,RO11,RO,2018,2.9
508,Cologne,DE004C1,DEA2,DE,2018,3.7
509,Constanta,RO501C1,RO22,RO,2018,6.1
510,Copenhagen,DK001C1,DK01,DK,2018,5.4
511,Cork,IE002C1,IE05,IE,2018,6.2
512,Dublin,IE001C1,IE06,IE,2018,5.6
513,Dusseldorf,DE011C1,DEA1,DE,2018,4.3
514,Edinburgh,UK007C1,UKM7,UK,2018,3.6
515,Eindhoven,NL005C1,NL41,NL,2018,3.5
516,Frankfurt,DE005C1,DE71,DE,2018,3.1
517,Gdansk,PL006C1,PL63,PL,2018,3.0
518,Geneva,CH002C1,CH01,CH,2018,7.5
519,Gent,BE003C1,BE23,BE,2018,2.7
520,Glasgow,UK004C1,UKM3,UK,2018,3.8
521,Gothenburg,SE002C1,SE23,SE,2018,5.6
522,Hamburg,DE002C1,DE60,DE,2018,4.1
523,Iasi,RO502C1,RO21,RO,2018,2.4
524,Istanbul,TR012C1,TR10,TR,2018,12.4
525,Izmir,TR013C1,TR31,TR,2018,13.7
526,Kaunas,LT002C1,LT02,LT,2018,6.9
527,Krakow (Cracow),PL003C1,PL2,PL,2018,3.2
528,Leeds,UK003C1,UKE4,UK,2018,4.7
529,Limassol,CY501C1,CY00,CY,2018,8.4
530,Lisbon,PT001C1,PT17,PT,2018,7.5
531,Ljubljana,SI001C1,SI04,SI,2018,4.8
532,London,UK001K2,UKI,UK,2018,4.7
533,Luxembourg,LU001C1,LU00,LU,2018,5.6
534,Lyon,FR003C2,FRK2,FR,2018,7.3
535,Madrid,ES001C1,ES30,ES,2018,12.2
536,Manchester,UK008C1,UKD3,UK,2018,4.2
537,Milan,IT002C1,ITC4,IT,2018,6.0
538,Munich,DE003L1,DE21,DE,2018,2.3
539,Nicosia,CY001C1,CY0,CY,2018,8.4
540,Oslo,NO001C1,NO01,NO,2018,4.2
541,Paris,FR001C1,FR10,FR,2018,8.8
542,Porto,PT002C1,PT11,PT,2018,7.4
543,Poznan,PL005C1,PL41,PL,2018,2.2
544,Prague,CZ001C1,CZ01,CZ,2018,1.3
545,Reykjavik,IS001C1,IS00,IS,2018,2.7
546,Riga,LV001C1,LV00,LV,2018,7.4
547,Rome,IT001C1,ITI4,IT,2018,11.2
548,Rotterdam,NL003C1,NL33,NL,2018,4.3
549,The Hague (Den Haag),NL001C1,NL33,NL,2018,4.3
550,Seville (Sevilla),ES004C1,ES61,ES,2018,23.0
551,Sofia,BG001C1,BG41,BG,2018,2.6
552,Stockholm,SE001C1,SE11,SE,2018,5.6
553,Stuttgart,DE007C1,DE11,DE,2018,2.3
554,Tallinn,EE001C1,EE00,EE,2018,5.4
555,Thessaloniki,EL002C1,EL52,EL,2018,20.7
556,Timisoara,RO003C1,RO42,RO,2018,3.6
557,Trieste,IT015C1,ITH4,IT,2018,6.7
558,Trondheim,NO003C1,NO06,NO,2018,3.1
559,Turin,IT004C1,ITC1,IT,2018,8.2
560,Varna,BG003C1,BG33,BG,2018,7.4
561,Vienna,AT001C1,AT13,AT,2018,10.0
562,Vilnius,LT001C1,LT01,LT,2018,4.6
563,Warsaw,PL001C1,PL91,PL,2018,2.4
564,Wroclaw,PL004C1,PL51,PL,2018,3.3
565,Zagreb,HR001C1,HR04,HR,2018,8.0
566,Zurich,CH001C1,CH04,CH,2018,4.3
567,Amsterdam,NL002C1,NL32,NL,2019,3.2
568,Ankara,TR001C1,TR51,TR,2019,14.2
569,Antwerp,BE002C1,BE2,BE,2019,3.2
570,Athens,EL001C1,EL30,EL,2019,16.9
571,Barcelona,ES002C1,ES51,ES,2019,11.0
572,Valencia,ES003C1,ES51,ES,2019,11.0
573,Belfast,UK012C1,UKN0,UK,2019,2.7
574,Belgrade, -,RS11,RS,2019,8.3
575,Bergen,NO002C1,NO05,NO,2019,3.6
576,Berlin,DE001C1,DE30,DE,2019,5.3
577,Birmingham,UK002C1,UKG3,UK,2019,6.0
578,Bologna,IT009C1,ITH5,IT,2019,5.6
579,Brasov,RO504C1,RO12,RO,2019,5.3
580,Bratislava,SK001C1,SK01,SK,2019,2.4
581,Bristol,UK011C1,UKK1,UK,2019,2.7
582,Brno,CZ002C1,CZ06,CZ,2019,1.9
583,Brussels,BE001C1,BE1,BE,2019,12.6
584,Bucharest,RO001C1,RO32,RO,2019,2.5
585,Budapest,HU001C1,HU11,HU,2019,2.5
586,Bursa,TR005C1,TR41,TR,2019,11.2
587,Cambridge,UK017C1,UKH1,UK,2019,2.9
588,Cluj-Napoca,RO002C1,RO11,RO,2019,3.0
589,Cologne,DE004C1,DEA2,DE,2019,3.4
590,Constanta,RO501C1,RO22,RO,2019,6.4
591,Copenhagen,DK001C1,DK01,DK,2019,5.1
592,Cork,IE002C1,IE05,IE,2019,5.5
593,Dublin,IE001C1,IE06,IE,2019,4.7
594,Dusseldorf,DE011C1,DEA1,DE,2019,3.8
595,Edinburgh,UK007C1,UKM7,UK,2019,3.4
596,Eindhoven,NL005C1,NL41,NL,2019,3.2
597,Frankfurt,DE005C1,DE71,DE,2019,3.1
598,Gdansk,PL006C1,PL63,PL,2019,2.8
599,Geneva,CH002C1,CH01,CH,2019,7.5
600,Gent,BE003C1,BE23,BE,2019,2.9
601,Glasgow,UK004C1,UKM3,UK,2019,3.5
602,Gothenburg,SE002C1,SE23,SE,2019,6.1
603,Hamburg,DE002C1,DE60,DE,2019,3.6
604,Iasi,RO502C1,RO21,RO,2019,2.1
605,Istanbul,TR012C1,TR10,TR,2019,14.8
606,Izmir,TR013C1,TR31,TR,2019,15.9
607,Kaunas,LT002C1,LT02,LT,2019,7.2
608,Krakow (Cracow),PL003C1,PL2,PL,2019,2.6
609,Leeds,UK003C1,UKE4,UK,2019,4.7
610,Limassol,CY501C1,CY00,CY,2019,7.1
611,Lisbon,PT001C1,PT17,PT,2019,7.2
612,Ljubljana,SI001C1,SI04,SI,2019,4.0
613,London,UK001K2,UKI,UK,2019,4.3
614,Luxembourg,LU001C1,LU00,LU,2019,5.6
615,Lyon,FR003C2,FRK2,FR,2019,7.0
616,Madrid,ES001C1,ES30,ES,2019,10.6
617,Manchester,UK008C1,UKD3,UK,2019,5.1
618,Milan,IT002C1,ITC4,IT,2019,5.6
619,Munich,DE003L1,DE21,DE,2019,1.9
620,Nicosia,CY001C1,CY0,CY,2019,7.1
621,Oslo,NO001C1,NO01,NO,2019,3.9
622,Paris,FR001C1,FR10,FR,2019,8.1
623,Porto,PT002C1,PT11,PT,2019,6.7
624,Poznan,PL005C1,PL41,PL,2019,2.6
625,Prague,CZ001C1,CZ01,CZ,2019,1.3
626,Reykjavik,IS001C1,IS00,IS,2019,3.5
627,Riga,LV001C1,LV00,LV,2019,6.3
628,Rome,IT001C1,ITI4,IT,2019,9.9
629,Rotterdam,NL003C1,NL33,NL,2019,4.1
630,The Hague (Den Haag),NL001C1,NL33,NL,2019,4.1
631,Seville (Sevilla),ES004C1,ES61,ES,2019,21.2
632,Sofia,BG001C1,BG41,BG,2019,2.3
633,Stockholm,SE001C1,SE11,SE,2019,6.1
634,Stuttgart,DE007C1,DE11,DE,2019,2.4
635,Tallinn,EE001C1,EE00,EE,2019,4.4
636,Thessaloniki,EL002C1,EL52,EL,2019,19.6
637,Timisoara,RO003C1,RO42,RO,2019,3.4
638,Trieste,IT015C1,ITH4,IT,2019,6.1
639,Trondheim,NO003C1,NO06,NO,2019,3.8
640,Turin,IT004C1,ITC1,IT,2019,7.7
641,Varna,BG003C1,BG33,BG,2019,5.9
642,Vienna,AT001C1,AT13,AT,2019,9.3
643,Vilnius,LT001C1,LT01,LT,2019,4.4
644,Warsaw,PL001C1,PL91,PL,2019,2.1
645,Wroclaw,PL004C1,PL51,PL,2019,3.3
646,Zagreb,HR001C1,HR04,HR,2019,6.7
647,Zurich,CH001C1,CH04,CH,2019,4.0
