,City, City Code, NUTS 2, Country,Year,Unemployment_Rate
498,Izmir,TR013C1,TR31,TR,2018,75.0
499,Kaunas,LT002C1,LT02,LT,2018,57.0
500,Krakow (Cracow),PL003C1,PL2,PL,2018,56.0
501,Leeds,UK003C1,UKE4,UK,2018,30.0
502,Limassol,CY501C1,CY00,CY,2018,57.0
503,Lisbon,PT001C1,PT17,PT,2018,47.0
504,Ljubljana,SI001C1,SI04,SI,2018,34.0
505,London,UK001K2,UKI,UK,2018,13.0
506,Luxembourg,LU001C1,LU00,LU,2018,60.0
507,Lyon,FR003C2,FRK2,FR,2018,55.0
508,Madrid,ES001C1,ES30,ES,2018,17.0
509,Manchester,UK008C1,UKD3,UK,2018,16.0
510,Milan,IT002C1,ITC4,IT,2018,48.0
511,Munich,DE003L1,DE21,DE,2018,44.0
512,Nicosia,CY001C1,CY0,CY,2018,57.0
513,Oslo,NO001C1,NO01,NO,2018,9.0
514,Paris,FR001C1,FR10,FR,2018,25.0
515,Porto,PT002C1,PT11,PT,2018,54.0
516,Poznan,PL005C1,PL41,PL,2018,75.0
517,Prague,CZ001C1,CZ01,CZ,2018,28.0
518,Riga,LV001C1,LV00,LV,2018,77.0
519,Rome,IT001C1,ITI4,IT,2018,57.0
520,Rotterdam,NL003C1,NL33,NL,2018,27.0
521,The Hague (Den Haag),NL001C1,NL33,NL,2018,27.0
522,Seville (Sevilla),ES004C1,ES61,ES,2018,33.0
523,Sofia,BG001C1,BG41,BG,2018,59.0
524,Stockholm,SE001C1,SE11,SE,2018,13.0
525,Stuttgart,DE007C1,DE11,DE,2018,38.0
526,Tallinn,EE001C1,EE00,EE,2018,51.0
527,Thessaloniki,EL002C1,EL52,EL,2018,49.0
528,Timisoara,RO003C1,RO42,RO,2018,114.0
529,Trieste,IT015C1,ITH4,IT,2018,63.0
530,Trondheim,NO003C1,NO06,NO,2018,22.0
531,Turin,IT004C1,ITC1,IT,2018,57.0
532,Varna,BG003C1,BG33,BG,2018,108.0
533,Vienna,AT001C1,AT13,AT,2018,10.0
534,Vilnius,LT001C1,LT01,LT,2018,72.0
535,Warsaw,PL001C1,PL91,PL,2018,50.0
536,Wroclaw,PL004C1,PL51,PL,2018,71.0
537,Zagreb,HR001C1,HR04,HR,2018,70.0
538,Zurich,CH001C1,CH04,CH,2018,22.0
